Member,Prefix,FirstName,LastName,DocID,Owner,Asset,Ticker,Transaction Type,Transaction Date,Notification Date,Amount,Filing Status,Description
Gutierrez,Mr.,Luis V.,Gutierrez,20000612,JT,Comcast Corporation,CMCSA,03/31/2014,03/31/2014,"$15,001",-,New,"Mr. Luis V. Gutierrez , 04/10/2014"
Hanna,Mr.,Richard L.,Hanna,20002032,JT,Ford Motor Company,F,10/15/2014,11/6/2014,"$1,001",-,New,Subholding of: RHIRa
Hanna,Mr.,Richard L.,Hanna,20002032,JT,Marathon oil Corporation,oXY,10/15/2014,11/6/2014,"$1,001",-,New,Subholding of: Investment account
Hanna,Mr.,Richard L.,Hanna,20002032,JT,Quest diagnostics Incorporated,DGX,10/15/2014,11/6/2014,"$1,001",-,New,"Mr. Richard L. Hanna , 11/11/2014"
Hanna,Mr.,Richard L.,Hanna,20000422,JT,deere & Company,DE,02/21/2014,03/7/2014,"$1,001",-,New,Subholding of: RHIRaID Owner Asset Transaction Date Notification Amount
Hanna,Mr.,Richard L.,Hanna,20000422,JT,Marathon oil Corporation,MRo,02/21/2014,03/7/2014,"$1,001",-,New,Subholding of: RHKH
Hanna,Mr.,Richard L.,Hanna,20000422,JT,"PowerShares QQQ Trust, Series 1",QQQ,02/21/2014,03/7/2014,"$1,001",-,New,"Mr. Richard L. Hanna , 03/28/2014"
Hanna,Mr.,Richard L.,Hanna,20000320,JT,"Coach, Inc.",CoH,01/27/2014,02/5/2014,"$1,001",-,New,Subholding of: Investment account
Hanna,Mr.,Richard L.,Hanna,20000320,JT,"Family dollar Stores, Inc.",SCZ,01/27/2014,02/5/2014,"$1,001",-,New,Subholding of: Investment account
Hanna,Mr.,Richard L.,Hanna,20000320,JT,"PowerShares QQQ Trust, Series 1",QQQ,01/27/2014,02/5/2014,"$1,001",-,New,Subholding of: Investment account
Hanna,Mr.,Richard L.,Hanna,20000320,JT,"Scripps Networks Interactive, Inc",,01/27/2014,02/5/2014,"$1,001",-,New,Subholding of: RHKH
Hanna,Mr.,Richard L.,Hanna,20000070,JT,apple Inc.,AAPL,12/23/2013,01/9/2014,"$1,001",-,New,Subholding of: RHIRa
Hanna,Mr.,Richard L.,Hanna,20000070,JT,"Cisco Systems, Inc.",CSCO,12/23/2013,01/9/2014,"$1,001",-,New,Subholding of: RHKH
Hanna,Mr.,Richard L.,Hanna,20000070,JT,Discover Financial Services,VWo,12/23/2013,01/9/2014,"$1,001",-,New,"Mr. Richard L. Hanna , 01/15/2014"
Hinojosa,Mr.,Rubén,Hinojosa,20000399,DC,"priceline.com Incorporated  s 02/27/2014 02/27/2014 $15,001",PClN,Asset,Transaction,Date,Notification,New,
Hinojosa,Mr.,Rubén,Hinojosa,20000229,DC,"Cisco systems, Inc.  s 01/24/2014 01/24/2014 $1,001",CSCO,Asset,Transaction,Date,Notification,New,
Hinojosa,Mr.,Rubén,Hinojosa,20000037,DC,Biogen Idec Inc.,BIIB,12/31/2013,12/31/2013,"$1,001",-,New,
Hinojosa,Mr.,Rubén,Hinojosa,20000037,DC,Biogen Idec Inc.,BIIB,12/20/2013,12/20/2013,"$1,001",-,New,
Hinojosa,Mr.,Rubén,Hinojosa,20000037,DC,Cummins Inc.,CMI,12/20/2013,12/20/2013,"$1,001",-,New,
Hinojosa,Mr.,Rubén,Hinojosa,20000037,DC,general Motors Company,RRTs,12/20/2013,12/20/2013,"$1,001",-,New,
Hinojosa,Mr.,Rubén,Hinojosa,20000037,DC,susser Petroleum Partners lP Common,,12/20/2013,12/20/2013,"$1,001",-,New,
Hinojosa,Mr.,Rubén,Hinojosa,20000037,DC,susser Petroleum Partners lP Common,,12/20/2013,12/20/2013,"$1,001",-,New,"Mr. Rubén Hinojosa , 01/7/2014"
Hinojosa,Mr.,Rubén,Hinojosa,20000758,DC,3M Company,MMM,09/20/2013,09/20/2013,"$1,001",-,New,
Hinojosa,Mr.,Rubén,Hinojosa,20000758,DC,a.O. smith Corporation,AOS,09/20/2013,09/20/2013,"$1,001",-,New,
Hinojosa,Mr.,Rubén,Hinojosa,20000758,DC,Boeing Company,BA,09/20/2013,09/20/2013,"$1,001",-,New,
Hinojosa,Mr.,Rubén,Hinojosa,20000758,DC,E.I. du Pont de Nemours and Company,DD,09/20/2013,09/20/2013,"$1,001",-,New,"Mr. Rubén Hinojosa , 04/23/2014"
Hinojosa,Mr.,Rubén,Hinojosa,20000758,DC,a.O. smith Corporation,AOS,09/16/2013,09/16/2013,"$1,001",-,New,
Hinojosa,Mr.,Rubén,Hinojosa,20000758,DC,Boeing Company,BA,09/16/2013,09/16/2013,"$1,001",-,New,
Hinojosa,Mr.,Rubén,Hinojosa,20001308,SP,"Roadrunner Transportation Systems, Inc",RRTS,06/9/2014,06/9/2014,"$1,001",-,New,Subholding of: Marty SEP
Hinojosa,Mr.,Rubén,Hinojosa,20001308,SP,"Roadrunner Transportation Systems, Inc",RRTS,06/9/2014,06/9/2014,"$1,001",-,New,"Mr. Rubén Hinojosa , 07/12/2014"
Hinojosa,Mr.,Rubén,Hinojosa,20001308,SP,"Roadrunner Transportation Systems, Inc",RRTS,06/16/2014,06/16/2014,"$1,001",-,New,Subholding of: Marty SEP
Hinojosa,Mr.,Rubén,Hinojosa,20000981,SP,Erie Indemnity Company,ERIE,05/5/2014,05/5/2014,"$1,001",-,New,Subholding of: Marty
Hinojosa,Mr.,Rubén,Hinojosa,20000981,DC,general Motors Company,GM,05/12/2014,05/12/2014,"$1,001",-,New,"Mr. Rubén Hinojosa , 06/13/2014"
Hinojosa,Mr.,Rubén,Hinojosa,20000611,DC,susser Petroleum Partners lP Common,,03/5/2014,03/5/2014,"$1,001",-,New,
Hinojosa,Mr.,Rubén,Hinojosa,20000611,DC,susser Petroleum Partners lP Common,,03/5/2014,03/5/2014,"$1,001",-,New,"Mr. Rubén Hinojosa , 04/7/2014"
Hinojosa,Mr.,Rubén,Hinojosa,20000611,DC,"Prudential Financial, Inc.",PRU,03/4/2014,03/4/2014,"$1,001",-,New,
Hinojosa,Mr.,Rubén,Hinojosa,20000611,DC,McDonald's Corporation,MCD,03/11/2014,03/11/2014,"$15,001",-,New,
Hinojosa,Mr.,Rubén,Hinojosa,20000399,DC,Biogen Idec Inc.,gMCR,02/27/2014,02/27/2014,"$1,001",-,New,
Hinojosa,Mr.,Rubén,Hinojosa,20000399,DC,priceline.com Incorporated,PClN,02/27/2014,02/27/2014,"$15,001",-,New,
Hinojosa,Mr.,Rubén,Hinojosa,20000399,DC,six Flags Entertainment Corporation,,02/19/2014,02/19/2014,"$1,001",-,New,"Mr. Rubén Hinojosa , 03/3/2014"
Hinojosa,Mr.,Rubén,Hinojosa,20000229,DC,"amazon.com, Inc.",AMZN,01/24/2014,01/24/2014,"$1,001",-,New,
Hinojosa,Mr.,Rubén,Hinojosa,20000229,DC,"Baidu, Inc.",,01/24/2014,01/24/2014,"$1,001",-,New,
Hinojosa,Mr.,Rubén,Hinojosa,20000229,DC,Biogen Idec Inc.,BIIB,01/24/2014,01/24/2014,"$1,001",-,New,
Hinojosa,Mr.,Rubén,Hinojosa,20000229,DC,Biogen Idec Inc.,BIIB,01/24/2014,01/24/2014,"$1,001",-,New,
Hinojosa,Mr.,Rubén,Hinojosa,20000229,DC,Cummins Inc.,CMI,01/24/2014,01/24/2014,"$1,001",-,New,
Hinojosa,Mr.,Rubén,Hinojosa,20000229,DC,"Prudential Financial, Inc.",PRU,01/16/2014,01/16/2014,"$1,001",-,New,"Mr. Rubén Hinojosa , 02/4/2014"
Hinojosa,Mr.,Rubén,Hinojosa,20000229,DC,priceline.com Incorporated,PClN,01/10/2014,01/10/2014,"$1,001",-,New,
Lowenthal,Hon.,Alan S.,Lowenthal,20002281,SP,Calpine Corporation,CPN,12/16/2014,12/22/2014,"$15,001",-,New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,Hon.,Alan S.,Lowenthal,20002281,SP,Teva Pharmaceutical Industries Limited,,12/12/2014,12/17/2014,"$15,001",-,New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,Hon.,Alan S.,Lowenthal,20002217,SP,Actavis plc Ordinary Shares,ACT,12/11/2014,12/12/2014,"$15,001",-,New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,Hon.,Alan S.,Lowenthal,20002217,SP,"Amazon.com, Inc.",AMZN,12/10/2014,12/12/2014,"$15,001",-,New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,Hon.,Alan S.,Lowenthal,20002217,SP,"BlackRock, Inc.",BLK,12/9/2014,12/12/2014,"$15,001",-,New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,Hon.,Alan S.,Lowenthal,20002217,SP,Delphi Automotive plc Ordinary Shares,DLPH,12/10/2014,12/12/2014,"$15,001",-,New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,Hon.,Alan S.,Lowenthal,20002217,SP,IHS Inc. IHS Inc. Class A,IHS,12/8/2014,12/12/2014,"$15,001",-,New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,Hon.,Alan S.,Lowenthal,20002217,SP,"Activision Blizzard, Inc",ATVI,12/4/2014,12/10/2014,"$15,001",-,New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,Mr.,Alan S.,Lowenthal,20002020,SP,IAC/InterActiveCorp,IACI,10/31/2014,11/7/2014,"$15,001",-,New,"Mr. Alan S. Lowenthal , 11/10/2014"
Lowenthal,Hon.,Alan S.,Lowenthal,20002133,SP,SanDisk Corporation,SNDK,11/18/2014,11/24/2014,"$15,001",-,New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,Mr.,Alan S.,Lowenthal,20000945,SP,Trustees of California State university,,11/1/2012,11/1/2012,"$15,001",-,New,"Mr. Alan S. Lowenthal , 05/15/2014"
Lowenthal,Mr.,Alan S.,Lowenthal,20001832,SP,Intuit Inc.,INTU,10/3/2014,10/7/2014,"$15,001",-,New,"Mr. Alan S. Lowenthal , 10/7/2014"
Lowenthal,Mr.,Alan S.,Lowenthal,20001963,SP,BorgWarner Inc.,BWA,10/22/2014,10/27/2014,"$15,001",-,New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,Mr.,Alan S.,Lowenthal,20001963,SP,Comcast Corporation,CMCSK,10/22/2014,10/27/2014,"$1,001",-,New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,Mr.,Alan S.,Lowenthal,20001963,SP,"Cooper Companies, Inc.",COO,10/22/2014,10/27/2014,"$15,001",-,New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,Mr.,Alan S.,Lowenthal,20001963,SP,Delphi Automotive plc Ordinary Shares,DLPh,10/22/2014,10/27/2014,"$1,001",-,New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,Mr.,Alan S.,Lowenthal,20001963,SP,google Inc.,gOOg,10/22/2014,10/27/2014,"$15,001",-,New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,Mr.,Alan S.,Lowenthal,20001963,SP,"Verisk Analytics, Inc.",VRSK,10/22/2014,10/27/2014,"$15,001",-,New,"Mr. Alan S. Lowenthal , 10/27/2014"
Lowenthal,Mr.,Alan S.,Lowenthal,20001919,SP,Kansas City Southern,KSu,10/15/2014,10/19/2014,"$15,001",-,New,"Mr. Alan S. Lowenthal , 10/19/2014"
Lowenthal,Mr.,Alan S.,Lowenthal,20001919,SP,Bank of America Corporation,BAC,10/7/2014,10/14/2014,"$15,001",-,New,Subholding of: Neuberger Berman - Traditional IRA
Lowenthal,Mr.,Alan S.,Lowenthal,20001525,SP,Boeing Company,BA,07/30/2014,08/4/2014,"$15,001",-,New,"Mr. Alan S. Lowenthal , 08/13/2014"
Lowenthal,Mr.,Alan S.,Lowenthal,20001406,SP,Express Scripts Holding Company,ESRX,07/18/2014,07/23/2014,"$1,001",-,New,"Mr. Alan S. Lowenthal , 07/26/2014"
Lowenthal,Mr.,Alan S.,Lowenthal,20001406,SP,Express Scripts Holding Company,ESRX,07/17/2014,07/22/2014,"$15,001",-,New,
Lowenthal,Mr.,Alan S.,Lowenthal,20000945,SP,Kansas City Southern,KSu,06/6/2012,06/6/2012,"$1,001",-,New,
Lowenthal,Mr.,Alan S.,Lowenthal,20001056,SP,"golub Capital BDC, Inc.",gBDC,05/16/2014,05/21/2014,"$15,001",-,New,
Lowenthal,Mr.,Alan S.,Lowenthal,20001056,SP,New Mountain Finance Corporation,NMFC,05/16/2014,05/21/2014,"$1,001",-,New,
Lowenthal,Mr.,Alan S.,Lowenthal,20001056,SP,Starwood Waypoint Residential Trust,SWAY,05/14/2014,05/19/2014,"$1,001",-,New,"Mr. Alan S. Lowenthal , 05/31/2014"
Lowenthal,Mr.,Alan S.,Lowenthal,20000922,SP,eBay Inc.,EBAY,05/5/2014,05/10/2014,"$15,001",-,New,
Lowenthal,Mr.,Alan S.,Lowenthal,20000922,SP,JP Morgan Chase & Co.,JPM,05/5/2014,05/10/2014,"$15,001",-,New,
Lowenthal,Mr.,Alan S.,Lowenthal,20000922,SP,Nielsen Fin LLC/Nielsen Fin,,04/30/2014,05/10/2014,"$15,001",-,New,This is a bond.
Lowenthal,Mr.,Alan S.,Lowenthal,20000922,SP,"Verisk Analytics, Inc.",VRSK,05/2/2014,05/10/2014,"$15,001",-,New,"Mr. Alan S. Lowenthal , 05/12/2014"
Lowenthal,Mr.,Alan S.,Lowenthal,20000742,SP,Bay Area Toll Auth Calif Toll,,04/16/2014,04/25/2014,"$1,001",-,New,A state bond.
Lowenthal,Mr.,Alan S.,Lowenthal,20000742,SP,CIT group Inc,,04/22/2014,04/25/2014,"$1,001",-,New,A bond.
Lowenthal,Mr.,Alan S.,Lowenthal,20000742,SP,united Rentals North Amer Inc,UAL,04/16/2014,04/25/2014,"$15,001",-,New,"Mr. Alan S. Lowenthal , 04/26/2014"
Lowenthal,Mr.,Alan S.,Lowenthal,20000742,SP,Crown Castle Intl Corp,CCI,04/15/2014,04/24/2014,"$15,001",-,New,genesis Energy LP/ genesis Fin Sr NT a bond
Lowenthal,Mr.,Alan S.,Lowenthal,20000742,SP,Regency Energy Partners LP,REG,04/15/2014,04/24/2014,"$1,001",-,New,A bond
Lowenthal,Mr.,Alan S.,Lowenthal,20000945,SP,Delphi Automotive plc Ordinary Shares,DLPH,04/24/2013,04/24/2013,"$15,001",-,New,
Lowenthal,Mr.,Alan S.,Lowenthal,20000741,SP,united Rentals North Amer Inc,UAL,04/9/2014,04/17/2014,"$1,001",-,New,"Mr. Alan S. Lowenthal , 04/19/2014"
Lowenthal,Mr.,Alan S.,Lowenthal,20000717,SP,Genesis Energy LP/ Genesis,,04/7/2014,04/14/2014,"$1,001",-,New,"Mr. Alan S. Lowenthal , 04/15/2014"
Lowenthal,Mr.,Alan S.,Lowenthal,20000598,SP,SLM Corp,,04/4/2014,04/11/2014,"$1,001",-,New,"Mr. Alan S. Lowenthal , 04/15/2014"
Lowenthal,Mr.,Alan S.,Lowenthal,20000453,SP,Boeing Company,BA,03/4/2014,03/8/2014,"$1,001",-,New,
Lowenthal,Mr.,Alan S.,Lowenthal,20000945,SP,El Paso Corporation Preferred Stock,EP$C,03/20/2012,03/20/2012,"$1,001",-,New,
Lowenthal,Mr.,Alan S.,Lowenthal,20000501,SP,Regal Cinemas Corp gTD SR,,03/11/2014,03/17/2014,"$1,001",-,New,Bond was tendered.
Lowenthal,Mr.,Alan S.,Lowenthal,20000945,SP,El Paso Corporation Preferred Stock,EP$C,02/27/2012,02/27/2012,"$1,001",-,New,
Lowenthal,Mr.,Alan S.,Lowenthal,20000453,SP,Kansas City Southern,KSu,02/18/2014,02/24/2014,"$1,001",-,New,"Mr. Alan S. Lowenthal , 03/8/2014"
Lowenthal,Mr.,Alan S.,Lowenthal,20000501,SP,Starwood Waypoint Residential Trust,SWAY,02/3/2014,02/21/2014,"$1,001",-,New,"Mr. Alan S. Lowenthal , 03/21/2014"
Lowenthal,Mr.,Alan S.,Lowenthal,20000325,SP,Enbridge Energy Management LLC,,02/14/2014,02/14/2014,"$15,001",-,New,
Lowenthal,Mr.,Alan S.,Lowenthal,20000325,SP,"Kinder Morgan Energy Partners, L.P.",KMP,02/14/2014,02/14/2014,"$1,001",-,New,"Mr. Alan S. Lowenthal , 02/16/2014"
Lowenthal,Mr.,Alan S.,Lowenthal,20000168,SP,IHS Inc. IHS Inc. Class A,IHS,01/15/2014,01/23/2014,"$1,001",-,New,"Mr. Alan S. Lowenthal , 01/26/2014"
Lowenthal,Mr.,Alan S.,Lowenthal,20000945,SP,google Inc.,Alphabet Inc. (Class A),01/17/2013,01/17/2013,"$1,001",-,New,
Lowenthal,Mr.,Alan S.,Lowenthal,20000085,SP,Intuit Inc.,INTU,01/7/2014,01/10/2014,"$15,001",-,New,"Mr. Alan S. Lowenthal , 01/14/2014"
Lowey,Mrs.,Nita M.,Lowey,20001673,SP,New Silk Route,,09/2/2014,09/2/2014,"$15,001",-,New,"Mrs. Nita M. Lowey , 09/15/2014"
Lowey,Mrs.,Nita M.,Lowey,20000709,SP,New Silk Route,,04/7/2014,04/7/2014,"$1,001",-,New,"Mrs. Nita M. Lowey , 04/16/2014"
Lowey,Mrs.,Nita M.,Lowey,20000162,SP,Parkstone Capital Partners III LP PEF,,01/13/2014,01/13/2014,"$100,001",-,New,"Mrs. Nita M. Lowey , 01/23/2014"
Mulvaney,Mr.,Mick,Mulvaney,20000567,JT,Alerian MlP ETF,AMlP,03/28/2014,03/28/2014,"$15,001",-,New,"Mr. Mick Mulvaney , 04/2/2014"
Neugebauer,Hon.,Randy,Neugebauer,20002287,JT,"QR ENERGY, LP 9.25% 08/01/2020",11,12/22/2014,12/24/2014,"$50,001",-,New,Distribution of funds and removal of securities resulting from partial call by lottery
Neugebauer,Hon.,Randy,Neugebauer,20002287,JT,"QR ENERGY, LP 9.25% 08/01/2020",,12/19/2014,12/22/2014,"$15,001",-,New,Distribution of funds and removal of securities resulting from partial call by lottery
Neugebauer,Hon.,Randy,Neugebauer,20002237,JT,PoRT PoRTLaND INTL aRPT REV, 6,12/12/2014,12/16/2014,"$100,001",-,New,PoRT PoRTLaND INTL aRPT REV REV 4.5000% 07/01/15 JJ REVENUE BoNDS BEo
Neugebauer,Hon.,Randy,Neugebauer,20002233,JT,anderson TWP ohio Ltd Tax, 6,12/11/2014,12/16/2014,"$100,001",-,New,anderson TWP oHIo LTD TaX_RFDG_VaR PURP LTD BEo Go 2.00% 12/01/17
Neugebauer,Mr.,Randy,Neugebauer,20001811,SP,iShares Silver Trust,10,09/30/2014,09/30/2014,"$1,001",-,New,"Mr. Randy Neugebauer , 10/7/2014"
Neugebauer,Mr.,Randy,Neugebauer,20001568,JT,Mesa ariz Utility Sys Rev Fgic, 6,08/15/2014,08/18/2014,"$100,001",-,New,"Mr. Randy Neugebauer , 09/10/2014"
Neugebauer,Mr.,Randy,Neugebauer,20001537,JT,The City of New York Fiscal 2014 J and, 6,08/11/2014,08/15/2014,"$100,001",-,New,"Mr. Randy Neugebauer , 08/20/2014"
Neugebauer,Mr.,Randy,Neugebauer,20001101,JT,YaKIMa WaSH Go 5.0000% BoND, 6,06/9/2014,06/9/2014,"$50,001",-,New,"Mr. Randy Neugebauer , 06/9/2014"
Neugebauer,Mr.,Randy,Neugebauer,20001019,JT,"QR Energy, LP Common Units",QRE,05/28/2014,05/28/2014,"$50,001",-,New,Subholding of: (11) BRoKERaGE aCCoUNT - GoLDMaN SaCHS HoLDINGS
Neugebauer,Mr.,Randy,Neugebauer,20001019,JT,"QR ENERGY, LP SER B SR LIEN",11,05/28/2014,05/28/2014,"$100,001",-,New,"Mr. Randy Neugebauer , 05/29/2014"
Nunnelee,Mr.,Alan,Nunnelee,20001409,JT,Allied Funeral Holdings,,07/18/2014,07/18/2014,"$15,001",-,New,Partial sale of stock
Nunnelee,Mr.,Alan,Nunnelee,20001409,JT,Allied Funeral Insurance PA,,07/18/2014,07/18/2014,"$15,001",-,New,"Mr. Alan Nunnelee , 07/27/2014"
O'Rourke,Mr.,Beto,O'Rourke,20002063,SP,Enterprise Products Partners L.P.,EPD,10/14/2014,11/10/2014,"$1,001",-,New,Subholding of: CaMPR Partners Limited
O'Rourke,Mr.,Beto,O'Rourke,20002063,SP,"Williams Companies, Inc.",WMB,10/15/2014,11/10/2014,"$1,001",-,New,"Mr. Beto O'Rourke , 11/14/2014"
O'Rourke,Mr.,Beto,O'Rourke,20001503,SP,Transocean Partners LLC Common,,07/31/2014,08/6/2014,"$1,001",-,New,"Mr. Beto O'Rourke , 08/19/2014"
O'Rourke,Mr.,Beto,O'Rourke,20001024,SP,"Coach, Inc.",COh,03/4/2013,05/14/2014,"$1,001",-,New,Subholding of: CaMPR Partners Limited
O'Rourke,Mr.,Beto,O'Rourke,20001024,SP,Corning Incorporated,GLW,03/4/2013,05/14/2014,"$1,001",-,New,Subholding of: CaMPR Partners Limited
O'Rourke,Mr.,Beto,O'Rourke,20001024,SP,iShares U.S. Financial Services ETF,IYg,03/5/2013,05/14/2014,"$15,001",-,New,Subholding of: CaMPR Partners Limited
O'Rourke,Mr.,Beto,O'Rourke,20001024,SP,"Kinder Morgan, Inc.",KMI,01/15/2013,05/14/2014,"$1,001",-,New,Subholding of: CaMPR Partners Limited
O'Rourke,Mr.,Beto,O'Rourke,20001024,SP,"Plains all american Pipeline, L.P.",Paa,03/28/2013,05/14/2014,"$1,001",-,New,Subholding of: CaMPR Partners Limited
O'Rourke,Mr.,Beto,O'Rourke,20001024,SP,SPdR dJ Euro STOXX 50 Etf,FEZ,03/4/2013,05/14/2014,"$15,001",-,New,Subholding of: CaMPR Partners Limited
O'Rourke,Mr.,Beto,O'Rourke,20001024,SP,"St. Jude Medical, Inc.",STJ,03/4/2013,05/14/2014,"$1,001",-,New,"Mr. Beto O'Rourke , 06/1/2014"
O'Rourke,Mr.,Beto,O'Rourke,20000495,SP,"DCP Midstream Partners, LP DCP",,02/28/2014,03/13/2014,"$1,001",-,New,Subholding of: CaMPR Partners Limited
O'Rourke,Mr.,Beto,O'Rourke,20000495,SP,"Kinder Morgan, Inc.",KMI,02/24/2014,03/13/2014,"$1,001",-,New,"Mr. Beto O'Rourke , 03/24/2014"
Peters,Hon.,Gary C.,Peters,20002238,JT,UBS aG ordinary Shares,UBS,11/26/2014,11/26/2014,"$15,001",-,New,UBS Resource Management account Gary C Peters Trust U/a DTD 8-11-04
Price,Hon.,David E.,Price,20001876,JT,sPDR s&P Dividend ETF,sDY,10/6/2014,10/10/2014,"$1,001",-,New,
Price,Hon.,David E.,Price,20001851,JT,"gilead sciences, Inc.",GILD,08/12/2014,08/18/2014,"$1,001",-,New,
Price,Hon.,David E.,Price,20001851,JT,Honeywell International Inc.,HON,08/12/2014,08/18/2014,"$1,001",-,New,
Price,Hon.,David E.,Price,20001851,JT,Magellan Midstream Partners l.P.,,08/12/2014,08/18/2014,"$1,001",-,New,
Price,Hon.,David E.,Price,20001851,JT,"Metlife, Inc.",MET,08/12/2014,08/18/2014,"$1,001",-,New,
Price,Hon.,David E.,Price,20001851,JT,"Motorola solutions, Inc.",MSI,08/12/2014,08/18/2014,"$1,001",-,New,
Price,Hon.,David E.,Price,20001851,JT,"staples, Inc.",sPls,08/12/2014,08/18/2014,"$1,001",-,New,
Price,Hon.,David E.,Price,20001851,JT,"Valeant Pharmaceuticals International,",,08/12/2014,08/18/2014,"$1,001",-,New,
Price,Hon.,David E.,Price,20001269,JT,"Jos. a. Bank Clothiers, Inc.",JOsB,06/19/2014,07/7/2014,"$1,001",-,New,
Price,Hon.,David E.,Price,20001269,JT,Costco Wholesale Corporation,COST,06/18/2014,06/23/2014,"$1,001",-,New,
Price,Hon.,David E.,Price,20001269,JT,"Prudential Financial, Inc.",PRU,06/18/2014,06/23/2014,"$1,001",-,New,
Schneider,Hon.,Bradley S.,Schneider,20002222,SP,NEW YoRK ST TWY auTH HWY &,,11/25/2014,12/13/2014,"$50,001",-,New,Municipal Bond
Schneider,Hon.,Bradley S.,Schneider,20002222,SP,WaSH ST go BDS SER 2006a 5%,,11/20/2014,12/13/2014,"$50,001",-,New,Municipal Bond
Schneider,Hon.,Bradley S.,Schneider,20002222,SP,alibaba group Holding limited,,11/7/2014,12/1/2014,"$50,001",-,New,
Schneider,Hon.,Bradley S.,Schneider,20002222,SP,Bally Technologies Inc.,BYI,11/24/2014,12/1/2014,"$1,001",-,New,
Schneider,Hon.,Bradley S.,Schneider,20002222,SP,"Beacon Roofing Supply, Inc.",BECN,11/3/2014,12/1/2014,"$1,001",-,New,
Schneider,Hon.,Bradley S.,Schneider,20002222,SP,Chicago Bridge & Iron Company N.V.,CBI,11/7/2014,12/1/2014,"$50,001",-,New,
Schneider,Hon.,Bradley S.,Schneider,20002222,SP,"CIRCoR International, Inc.",CIR,11/14/2014,12/1/2014,"$1,001",-,New,
Schneider,Hon.,Bradley S.,Schneider,20002222,SP,DTE ENERgY Co SER I :Baa1/BBB,DTE,11/12/2014,12/1/2014,"$1,001",-,New,Corporate Bond
Schneider,Hon.,Bradley S.,Schneider,20002222,SP,EQuITY CoMWlTH SER,EQR,11/17/2014,12/1/2014,"$1,001",-,New,Redeemed Bond
Schneider,Hon.,Bradley S.,Schneider,20002222,SP,golDMaN SaCHS gRP INC 5.50%,GS,11/24/2014,12/1/2014,"$1,001",-,New,Corporate Bond
Schneider,Hon.,Bradley S.,Schneider,20002222,SP,HaRTFoRD FINl SVC gRP 7.875% To,HgH,11/24/2014,12/1/2014,"$1,001",-,New,Corporate Bond
Schneider,Hon.,Bradley S.,Schneider,20002222,SP,RBS CaP FNDg TRuST V 5.9%,,11/18/2014,12/1/2014,"$1,001",-,New,Corporate Bond
Schneider,Hon.,Bradley S.,Schneider,20002222,SP,RoYal BK SCoTlaND SER Q 6.75%,RCL,11/14/2014,12/1/2014,"$1,001",-,New,Corporate Bond
Schneider,Hon.,Bradley S.,Schneider,20002222,SP,VIaCoM INC SR DEB 6.87500%,,11/7/2014,12/1/2014,"$1,001",-,New,Corporate Bond
Scott,Mr.,Austin,Scott,20001602,SP,"Plug Power, Inc.",PluG,09/4/2013,09/4/2013,"$1,001",-,New,"Mr. Austin Scott , 08/29/2014"
Scott,Mr.,Austin,Scott,20001602,SP,Microsoft Corporation,MSFT,09/15/2013,09/15/2013,"$15,001",-,New,Subholding of: Vivien G Scott IRA
Scott,Mr.,Austin,Scott,20001602,SP,Microsoft Corporation,MSFT,07/19/2013,07/19/2013,"$15,001",-,New,Subholding of: Vivien G Scott IRA
Simpson,Mr.,Michael K.,Simpson,20000473,JT,leroy Seafood group asa Ordinary,,02/5/2014,02/10/2014,"$1,001",-,New,"Mr. Michael K. Simpson , 03/13/2014"
